Bugname,id,total pass,total fail,line no,pass cover,fail cover,suspiciousness_score,Rank,AVG Rank,High Rank
Bears,131,283,128,99,0,0,0,67,,
Bears,131,283,128,100,0,0,0,67,,
Bears,131,283,128,101,0,0,0,67,,
Bears,131,283,128,102,0,0,0,67,,
Bears,131,283,128,103,0,0,0,67,,
Bears,131,283,128,104,0,0,0,67,,
Bears,131,283,128,105,0,0,0,67,,
Bears,131,283,128,106,0,0,0,67,,
Bears,131,283,128,116,0,0,0,67,,
Bears,131,283,128,124,0,0,0,67,,
Bears,131,283,128,168,0,0,0,67,,
Bears,131,283,128,169,0,0,0,67,,
Bears,131,283,128,170,0,0,0,67,,
Bears,131,283,128,171,0,0,0,67,,
Bears,131,283,128,172,0,0,0,67,,
Bears,131,283,128,173,0,0,0,67,,
Bears,131,283,128,174,0,0,0,67,,
Bears,131,283,128,175,0,0,0,67,,
Bears,131,283,128,176,0,0,0,67,,
Bears,131,283,128,177,0,0,0,67,,
Bears,131,283,128,178,0,0,0,67,,
Bears,131,283,128,179,0,0,0,67,,
Bears,131,283,128,180,0,0,0,67,,
Bears,131,283,128,181,0,0,0,67,,
Bears,131,283,128,182,0,0,0,67,,
Bears,131,283,128,183,0,0,0,67,,
Bears,131,283,128,184,0,0,0,67,,
Bears,131,283,128,185,0,0,0,67,,
Bears,131,283,128,186,0,0,0,67,,
Bears,131,283,128,187,0,0,0,67,,
Bears,131,283,128,188,0,0,0,67,,
Bears,131,283,128,189,0,0,0,67,,
Bears,131,283,128,190,0,0,0,67,,
Bears,131,283,128,191,0,0,0,67,,
Bears,131,283,128,192,0,0,0,67,,
Bears,131,283,128,193,0,0,0,67,,
Bears,131,283,128,203,0,0,0,67,,
Bears,131,283,128,204,0,0,0,67,,
Bears,131,283,128,205,0,0,0,67,,
Bears,131,283,128,225,0,0,0,67,,
Bears,131,283,128,227,0,0,0,67,,
Bears,131,283,128,228,0,0,0,67,,
Bears,131,283,128,229,0,0,0,67,,
Bears,131,283,128,234,0,0,0,67,,
Bears,131,283,128,237,0,0,0,67,,
Bears,131,283,128,240,0,0,0,67,,
Bears,131,283,128,241,0,0,0,67,,
Bears,131,283,128,243,0,0,0,67,,
Bears,131,283,128,244,0,0,0,67,,
Bears,131,283,128,245,0,0,0,67,,
Bears,131,283,128,246,0,0,0,67,,
Bears,131,283,128,249,0,0,0,67,,
Bears,131,283,128,251,0,0,0,67,,
Bears,131,283,128,253,0,0,0,67,,
Bears,131,283,128,254,0,0,0,67,,
Bears,131,283,128,255,0,0,0,67,,
Bears,131,283,128,257,0,0,0,67,,
Bears,131,283,128,259,0,0,0,67,,
Bears,131,283,128,260,0,0,0,67,,
Bears,131,283,128,262,0,0,0,67,,
Bears,131,283,128,264,0,0,0,67,,
Bears,131,283,128,266,0,0,0,67,,
Bears,131,283,128,267,0,0,0,67,,
Bears,131,283,128,269,0,0,0,67,,
Bears,131,283,128,270,0,0,0,67,,
Bears,131,283,128,272,0,0,0,67,,
Bears,131,283,128,274,0,0,0,67,,
Bears,131,283,128,276,0,0,0,67,,
Bears,131,283,128,277,0,0,0,67,,
Bears,131,283,128,279,0,0,0,67,,
Bears,131,283,128,284,0,0,0,67,,
Bears,131,283,128,286,0,0,0,67,,
Bears,131,283,128,287,0,0,0,67,,
Bears,131,283,128,288,0,0,0,67,,
Bears,131,283,128,290,0,0,0,67,,
Bears,131,283,128,292,0,0,0,67,,
Bears,131,283,128,295,0,0,0,67,,
Bears,131,283,128,296,0,0,0,67,,
Bears,131,283,128,297,0,0,0,67,,
Bears,131,283,128,298,0,0,0,67,,
Bears,131,283,128,299,0,0,0,67,,
Bears,131,283,128,300,0,0,0,67,,
Bears,131,283,128,301,0,0,0,67,,
Bears,131,283,128,303,0,0,0,67,,
Bears,131,283,128,304,0,0,0,67,,
Bears,131,283,128,305,0,0,0,67,,
Bears,131,283,128,308,0,0,0,67,,
Bears,131,283,128,322,0,0,0,67,,
Bears,131,283,128,323,0,0,0,67,,
Bears,131,283,128,324,0,0,0,67,,
Bears,131,283,128,325,0,0,0,67,,
Bears,131,283,128,326,0,0,0,67,,
Bears,131,283,128,327,0,0,0,67,,
Bears,131,283,128,328,0,0,0,67,,
Bears,131,283,128,329,0,0,0,67,,
Bears,131,283,128,330,0,0,0,67,,
Bears,131,283,128,332,0,0,0,67,,
Bears,131,283,128,333,0,0,0,67,,
Bears,131,283,128,334,0,0,0,67,,
