Bugname,id,total pass,total fail,line no,pass cover,fail cover,suspiciousness_score,rank,new_rank,,
Codec,3,13,70,1054,11,58,0.4947506562,31,104,,
Codec,3,13,70,1059,11,58,0.4947506562,31,104,,
Codec,3,13,70,1060,11,58,0.4947506562,31,104,,
Codec,3,13,70,325,4,21,0.4936708861,32,111,,
Codec,3,13,70,819,4,21,0.4936708861,32,111,,
Codec,3,13,70,938,8,41,0.4876486734,33,113,,
Codec,3,13,70,948,10,50,0.4814814815,34,114,,
Codec,3,13,70,142,5,24,0.4712990937,35,115,,
Codec,3,13,70,143,5,24,0.4712990937,35,115,,
Codec,3,13,70,144,5,24,0.4712990937,35,115,,
Codec,3,13,70,145,5,24,0.4712990937,35,115,,
Codec,3,13,70,875,5,24,0.4712990937,35,115,,
Codec,3,13,70,116,5,23,0.4607087827,36,120,,
Codec,3,13,70,117,5,23,0.4607087827,36,120,,
Codec,3,13,70,118,5,23,0.4607087827,36,120,,
Codec,3,13,70,284,5,23,0.4607087827,36,120,,
Codec,3,13,70,329,5,23,0.4607087827,36,120,,
Codec,3,13,70,812,5,23,0.4607087827,36,120,,
Codec,3,13,70,814,5,23,0.4607087827,36,120,,
Codec,3,13,70,816,5,23,0.4607087827,36,120,,
Codec,3,13,70,301,3,13,0.4459102902,37,128,,
Codec,3,13,70,287,5,21,0.4382022472,38,129,,
Codec,3,13,70,290,5,21,0.4382022472,38,129,,
Codec,3,13,70,292,5,21,0.4382022472,38,129,,
Codec,3,13,70,297,5,21,0.4382022472,38,129,,
Codec,3,13,70,305,5,21,0.4382022472,38,129,,
Codec,3,13,70,308,5,21,0.4382022472,38,129,,
Codec,3,13,70,317,5,21,0.4382022472,38,129,,
Codec,3,13,70,318,5,21,0.4382022472,38,129,,
Codec,3,13,70,321,5,21,0.4382022472,38,129,,
Codec,3,13,70,1097,7,28,0.4262295082,39,138,,
Codec,3,13,70,1018,5,20,0.4262295082,39,139,,
Codec,3,13,70,1019,5,20,0.4262295082,39,139,,
Codec,3,13,70,817,5,18,0.4006849315,40,141,,
Codec,3,13,70,165,7,23,0.3789607098,41,142,,
Codec,3,13,70,166,7,23,0.3789607098,41,142,,
Codec,3,13,70,167,7,23,0.3789607098,41,142,,
Codec,3,13,70,618,7,23,0.3789607098,41,142,,
Codec,3,13,70,621,7,23,0.3789607098,41,142,,
Codec,3,13,70,625,7,23,0.3789607098,41,142,,
Codec,3,13,70,634,7,23,0.3789607098,41,142,,
Codec,3,13,70,642,7,23,0.3789607098,41,142,,
Codec,3,13,70,649,7,23,0.3789607098,41,142,,
Codec,3,13,70,652,7,23,0.3789607098,41,142,,
Codec,3,13,70,657,7,23,0.3789607098,41,142,,
Codec,3,13,70,659,7,23,0.3789607098,41,142,,
Codec,3,13,70,661,7,23,0.3789607098,41,142,,
Codec,3,13,70,100,6,18,0.3577981651,42,155,,
Codec,3,13,70,178,4,11,0.3380614657,43,156,,
Codec,3,13,70,179,4,11,0.3380614657,43,156,,
Codec,3,13,70,180,4,11,0.3380614657,43,156,,
Codec,3,13,70,771,4,11,0.3380614657,43,156,,
Codec,3,13,70,775,4,11,0.3380614657,43,156,,
Codec,3,13,70,779,4,11,0.3380614657,43,156,,
Codec,3,13,70,781,4,11,0.3380614657,43,156,,
Codec,3,13,70,783,4,11,0.3380614657,43,156,,
Codec,3,13,70,1065,4,11,0.3380614657,43,156,,
Codec,3,13,70,1066,4,11,0.3380614657,43,156,,
Codec,3,13,70,1077,4,11,0.3380614657,43,156,,
Codec,3,13,70,1086,4,11,0.3380614657,43,156,,
Codec,3,13,70,977,7,18,0.3232044199,44,168,,
Codec,3,13,70,1048,7,18,0.3232044199,44,168,,
Codec,3,13,70,1049,7,18,0.3232044199,44,168,,
Codec,3,13,70,146,9,23,0.3218514532,45,171,,
Codec,3,13,70,147,9,23,0.3218514532,45,171,,
Codec,3,13,70,148,9,23,0.3218514532,45,171,,
Codec,3,13,70,149,9,23,0.3218514532,45,171,,
Codec,3,13,70,878,5,12,0.3083003953,46,175,,
Codec,3,13,70,1075,5,11,0.2900608519,47,176,,
Codec,3,13,70,1076,5,11,0.2900608519,47,176,,
Codec,3,13,70,1084,5,11,0.2900608519,47,176,,
Codec,3,13,70,1085,5,11,0.2900608519,47,176,,
Codec,3,13,70,205,2,4,0.2708333333,48,180,,
Codec,3,13,70,703,3,5,0.2363636364,49,181,,
Codec,3,13,70,704,3,5,0.2363636364,49,181,,
Codec,3,13,70,168,5,7,0.2063492063,50,183,,
Codec,3,13,70,169,5,7,0.2063492063,50,183,,
Codec,3,13,70,170,5,7,0.2063492063,50,183,,
Codec,3,13,70,702,5,7,0.2063492063,50,183,,
Codec,3,13,70,723,5,7,0.2063492063,50,183,,
Codec,3,13,70,202,3,4,0.1984732824,51,188,,
Codec,3,13,70,285,3,4,0.1984732824,51,188,,
Codec,3,13,70,286,3,4,0.1984732824,51,188,,
Codec,3,13,70,604,1,1,0.156626506,52,191,,
Codec,3,13,70,119,7,6,0.1373239437,53,192,,
Codec,3,13,70,120,7,6,0.1373239437,53,192,,
Codec,3,13,70,121,7,6,0.1373239437,53,192,,
Codec,3,13,70,392,7,6,0.1373239437,53,192,,
Codec,3,13,70,395,7,6,0.1373239437,53,192,,
Codec,3,13,70,405,7,6,0.1373239437,53,192,,
Codec,3,13,70,409,7,6,0.1373239437,53,192,,
Codec,3,13,70,410,7,6,0.1373239437,53,192,,
Codec,3,13,70,412,7,6,0.1373239437,53,192,,
Codec,3,13,70,101,7,4,0.09594095941,54,201,,
Codec,3,13,70,705,5,2,0.06914893617,55,202,,
Codec,3,13,70,708,5,2,0.06914893617,55,202,,
Codec,3,13,70,720,5,2,0.06914893617,55,202,,
Codec,3,13,70,721,5,2,0.06914893617,55,202,,
Codec,3,13,70,452,3,1,0.05829596413,56,206,,
Codec,3,13,70,455,3,1,0.05829596413,56,206,,
Codec,3,13,70,458,3,1,0.05829596413,56,206,,
Codec,3,13,70,460,3,1,0.05829596413,56,206,,
Codec,3,13,70,462,3,1,0.05829596413,56,206,,
Codec,3,13,70,463,3,1,0.05829596413,56,206,,
Codec,3,13,70,565,4,1,0.04436860068,,212,,
Codec,3,13,70,568,4,1,0.04436860068,,212,,
Codec,3,13,70,570,4,1,0.04436860068,,212,,
Codec,3,13,70,759,4,1,0.04436860068,,212,,
Codec,3,13,70,171,5,1,0.03581267218,,216,,
Codec,3,13,70,172,5,1,0.03581267218,,216,,
Codec,3,13,70,173,5,1,0.03581267218,,216,,
Codec,3,13,70,174,5,1,0.03581267218,,216,,
Codec,3,13,70,175,5,1,0.03581267218,,216,,
Codec,3,13,70,176,5,1,0.03581267218,,216,,
Codec,3,13,70,177,5,1,0.03581267218,,216,,
Codec,3,13,70,306,5,1,0.03581267218,,216,,
Codec,3,13,70,307,5,1,0.03581267218,,216,,
Codec,3,13,70,732,5,1,0.03581267218,,216,,
Codec,3,13,70,737,5,1,0.03581267218,,216,,
Codec,3,13,70,747,5,1,0.03581267218,,216,,
Codec,3,13,70,754,5,1,0.03581267218,,216,,
Codec,3,13,70,762,5,1,0.03581267218,,216,,
Codec,3,13,70,815,5,1,0.03581267218,,216,,
Codec,3,13,70,859,5,1,0.03581267218,,216,,
Codec,3,13,70,862,5,1,0.03581267218,,216,,
Codec,3,13,70,867,5,1,0.03581267218,,216,,
Codec,3,13,70,139,6,1,0.03002309469,,234,,
Codec,3,13,70,140,6,1,0.03002309469,,234,,
Codec,3,13,70,141,6,1,0.03002309469,,234,,
Codec,3,13,70,564,6,1,0.03002309469,,234,,
Codec,3,13,70,572,6,1,0.03002309469,,234,,
Codec,3,13,70,573,6,1,0.03002309469,,234,,
Codec,3,13,70,575,6,1,0.03002309469,,234,,
Codec,3,13,70,107,7,1,0.02584493042,,241,,
Codec,3,13,70,108,7,1,0.02584493042,,241,,
Codec,3,13,70,109,7,1,0.02584493042,,241,,
Codec,3,13,70,110,7,1,0.02584493042,,241,,
Codec,3,13,70,103,6,0,0,,245,,
Codec,3,13,70,104,7,0,0,,245,,
Codec,3,13,70,111,1,0,0,,245,,
Codec,3,13,70,113,1,0,0,,245,,
Codec,3,13,70,114,1,0,0,,245,,
Codec,3,13,70,115,1,0,0,,245,,
Codec,3,13,70,122,5,0,0,,245,,
Codec,3,13,70,123,5,0,0,,245,,
Codec,3,13,70,124,5,0,0,,245,,
Codec,3,13,70,125,5,0,0,,245,,
Codec,3,13,70,132,7,0,0,,245,,
Codec,3,13,70,133,7,0,0,,245,,
Codec,3,13,70,134,7,0,0,,245,,
Codec,3,13,70,150,1,0,0,,245,,
Codec,3,13,70,152,1,0,0,,245,,
Codec,3,13,70,153,1,0,0,,245,,
Codec,3,13,70,154,1,0,0,,245,,
Codec,3,13,70,158,5,0,0,,245,,
Codec,3,13,70,159,5,0,0,,245,,
Codec,3,13,70,160,5,0,0,,245,,
Codec,3,13,70,161,5,0,0,,245,,
Codec,3,13,70,181,4,0,0,,245,,
Codec,3,13,70,182,4,0,0,,245,,
Codec,3,13,70,183,4,0,0,,245,,
Codec,3,13,70,203,1,0,0,,245,,
Codec,3,13,70,288,3,0,0,,245,,
Codec,3,13,70,289,3,0,0,,245,,
Codec,3,13,70,295,2,0,0,,245,,
Codec,3,13,70,296,2,0,0,,245,,
Codec,3,13,70,299,1,0,0,,245,,
Codec,3,13,70,300,1,0,0,,245,,
Codec,3,13,70,304,4,0,0,,245,,
Codec,3,13,70,310,3,0,0,,245,,
Codec,3,13,70,311,2,0,0,,245,,
Codec,3,13,70,313,3,0,0,,245,,
Codec,3,13,70,315,3,0,0,,245,,
Codec,3,13,70,320,1,0,0,,245,,
Codec,3,13,70,323,2,0,0,,245,,
Codec,3,13,70,338,4,0,0,,245,,
Codec,3,13,70,341,3,0,0,,245,,
Codec,3,13,70,344,3,0,0,,245,,
Codec,3,13,70,347,2,0,0,,245,,
Codec,3,13,70,349,3,0,0,,245,,
Codec,3,13,70,351,4,0,0,,245,,
Codec,3,13,70,352,4,0,0,,245,,
Codec,3,13,70,355,4,0,0,,245,,
Codec,3,13,70,369,1,0,0,,245,,
Codec,3,13,70,370,1,0,0,,245,,
Codec,3,13,70,373,3,0,0,,245,,
Codec,3,13,70,374,3,0,0,,245,,
Codec,3,13,70,378,1,0,0,,245,,
Codec,3,13,70,383,3,0,0,,245,,
Codec,3,13,70,397,2,0,0,,245,,
Codec,3,13,70,398,2,0,0,,245,,
Codec,3,13,70,399,2,0,0,,245,,
Codec,3,13,70,402,2,0,0,,245,,
Codec,3,13,70,403,2,0,0,,245,,
Codec,3,13,70,406,3,0,0,,245,,
Codec,3,13,70,407,3,0,0,,245,,
Codec,3,13,70,423,3,0,0,,245,,
Codec,3,13,70,425,3,0,0,,245,,
Codec,3,13,70,427,3,0,0,,245,,
Codec,3,13,70,429,3,0,0,,245,,
Codec,3,13,70,431,1,0,0,,245,,
Codec,3,13,70,433,3,0,0,,245,,
Codec,3,13,70,435,1,0,0,,245,,
Codec,3,13,70,436,1,0,0,,245,,
Codec,3,13,70,439,1,0,0,,245,,
Codec,3,13,70,440,1,0,0,,245,,
Codec,3,13,70,447,2,0,0,,245,,
Codec,3,13,70,448,2,0,0,,245,,
Codec,3,13,70,454,1,0,0,,245,,
Codec,3,13,70,474,3,0,0,,245,,
Codec,3,13,70,477,3,0,0,,245,,
Codec,3,13,70,478,1,0,0,,245,,
Codec,3,13,70,479,1,0,0,,245,,
Codec,3,13,70,480,3,0,0,,245,,
Codec,3,13,70,481,3,0,0,,245,,
Codec,3,13,70,482,1,0,0,,245,,
Codec,3,13,70,484,2,0,0,,245,,
Codec,3,13,70,486,3,0,0,,245,,
Codec,3,13,70,487,3,0,0,,245,,
Codec,3,13,70,491,3,0,0,,245,,
Codec,3,13,70,493,3,0,0,,245,,
Codec,3,13,70,496,3,0,0,,245,,
Codec,3,13,70,497,3,0,0,,245,,
Codec,3,13,70,498,2,0,0,,245,,
Codec,3,13,70,500,3,0,0,,245,,
Codec,3,13,70,502,3,0,0,,245,,
Codec,3,13,70,526,7,0,0,,245,,
Codec,3,13,70,528,7,0,0,,245,,
Codec,3,13,70,530,2,0,0,,245,,
Codec,3,13,70,532,2,0,0,,245,,
Codec,3,13,70,534,1,0,0,,245,,
Codec,3,13,70,536,2,0,0,,245,,
Codec,3,13,70,538,7,0,0,,245,,
Codec,3,13,70,539,7,0,0,,245,,
Codec,3,13,70,540,3,0,0,,245,,
Codec,3,13,70,542,2,0,0,,245,,
Codec,3,13,70,543,3,0,0,,245,,
Codec,3,13,70,545,3,0,0,,245,,
Codec,3,13,70,546,3,0,0,,245,,
Codec,3,13,70,549,7,0,0,,245,,
Codec,3,13,70,552,7,0,0,,245,,
Codec,3,13,70,555,7,0,0,,245,,
Codec,3,13,70,566,1,0,0,,245,,
Codec,3,13,70,585,5,0,0,,245,,
Codec,3,13,70,586,5,0,0,,245,,
Codec,3,13,70,620,2,0,0,,245,,
Codec,3,13,70,623,2,0,0,,245,,
Codec,3,13,70,624,2,0,0,,245,,
Codec,3,13,70,626,3,0,0,,245,,
Codec,3,13,70,629,1,0,0,,245,,
Codec,3,13,70,631,3,0,0,,245,,
Codec,3,13,70,633,3,0,0,,245,,
Codec,3,13,70,636,2,0,0,,245,,
Codec,3,13,70,639,2,0,0,,245,,
Codec,3,13,70,641,2,0,0,,245,,
Codec,3,13,70,647,3,0,0,,245,,
Codec,3,13,70,648,3,0,0,,245,,
Codec,3,13,70,650,3,0,0,,245,,
Codec,3,13,70,655,1,0,0,,245,,
Codec,3,13,70,670,3,0,0,,245,,
Codec,3,13,70,672,3,0,0,,245,,
Codec,3,13,70,675,1,0,0,,245,,
Codec,3,13,70,677,1,0,0,,245,,
Codec,3,13,70,679,1,0,0,,245,,
Codec,3,13,70,682,3,0,0,,245,,
Codec,3,13,70,683,1,0,0,,245,,
Codec,3,13,70,685,3,0,0,,245,,
Codec,3,13,70,688,3,0,0,,245,,
Codec,3,13,70,689,3,0,0,,245,,
Codec,3,13,70,691,3,0,0,,245,,
Codec,3,13,70,693,3,0,0,,245,,
Codec,3,13,70,706,3,0,0,,245,,
Codec,3,13,70,707,3,0,0,,245,,
Codec,3,13,70,710,4,0,0,,245,,
Codec,3,13,70,714,1,0,0,,245,,
Codec,3,13,70,716,4,0,0,,245,,
Codec,3,13,70,718,4,0,0,,245,,
Codec,3,13,70,734,3,0,0,,245,,
Codec,3,13,70,735,3,0,0,,245,,
Codec,3,13,70,739,3,0,0,,245,,
Codec,3,13,70,741,3,0,0,,245,,
Codec,3,13,70,744,3,0,0,,245,,
Codec,3,13,70,746,3,0,0,,245,,
Codec,3,13,70,752,4,0,0,,245,,
Codec,3,13,70,753,4,0,0,,245,,
Codec,3,13,70,756,2,0,0,,245,,
Codec,3,13,70,757,2,0,0,,245,,
Codec,3,13,70,772,1,0,0,,245,,
Codec,3,13,70,773,1,0,0,,245,,
Codec,3,13,70,791,4,0,0,,245,,
Codec,3,13,70,793,1,0,0,,245,,
Codec,3,13,70,794,1,0,0,,245,,
Codec,3,13,70,796,4,0,0,,245,,
Codec,3,13,70,797,1,0,0,,245,,
Codec,3,13,70,799,4,0,0,,245,,
Codec,3,13,70,801,4,0,0,,245,,
Codec,3,13,70,803,4,0,0,,245,,
Codec,3,13,70,813,1,0,0,,245,,
Codec,3,13,70,833,3,0,0,,245,,
Codec,3,13,70,835,3,0,0,,245,,
Codec,3,13,70,836,1,0,0,,245,,
Codec,3,13,70,839,1,0,0,,245,,
Codec,3,13,70,861,1,0,0,,245,,
Codec,3,13,70,865,1,0,0,,245,,
Codec,3,13,70,910,3,0,0,,245,,
Codec,3,13,70,911,3,0,0,,245,,
Codec,3,13,70,922,1,0,0,,245,,
Codec,3,13,70,989,3,0,0,,245,,
Codec,3,13,70,1001,3,0,0,,245,,
Codec,3,13,70,1070,4,0,0,,245,,
Codec,3,13,70,1071,4,0,0,,245,,
Codec,3,13,70,1079,4,0,0,,245,,
Codec,3,13,70,1088,4,0,0,,245,,
