Bugname,id,total pass,total fail,line no,pass cover,fail cover,suspiciousness_score,rank,new_rank,,
Codec,2,41,2,763,1,0,0,,,,
Codec,2,41,2,764,1,0,0,,,,
Codec,2,41,2,776,2,0,0,,,,
Codec,2,41,2,782,2,0,0,,,,
Codec,2,41,2,783,2,0,0,,,,
Codec,2,41,2,821,2,0,0,,,,
Codec,2,41,2,822,1,0,0,,,,
Codec,2,41,2,824,1,0,0,,,,
Codec,2,41,2,835,1,0,0,,,,
Codec,2,41,2,847,4,0,0,,,,
Codec,2,41,2,859,5,0,0,,,,
Codec,2,41,2,860,1,0,0,,,,
Codec,2,41,2,862,4,0,0,,,,
Codec,2,41,2,873,4,0,0,,,,
Codec,2,41,2,875,4,0,0,,,,
Codec,2,41,2,876,4,0,0,,,,
Codec,2,41,2,878,4,0,0,,,,
Codec,2,41,2,880,2,0,0,,,,
Codec,2,41,2,883,2,0,0,,,,
Codec,2,41,2,884,2,0,0,,,,
Codec,2,41,2,887,2,0,0,,,,
Codec,2,41,2,888,2,0,0,,,,
Codec,2,41,2,889,2,0,0,,,,
Codec,2,41,2,891,2,0,0,,,,
Codec,2,41,2,892,2,0,0,,,,
Codec,2,41,2,893,2,0,0,,,,
Codec,2,41,2,894,2,0,0,,,,
