Bugname,total pass,total fail,line no,pass cover,fail cover,suspiciousness_score,rank,,,,,
,257,167,335,1,0,0,25,,,,,
,257,167,341,1,0,0,25,,,,,
,257,167,346,1,0,0,25,,,,,
,257,167,368,1,0,0,25,,,,,
,257,167,369,1,0,0,25,,,,,
,257,167,383,1,0,0,25,,,,,
,257,167,390,1,0,0,25,,,,,
,257,167,391,1,0,0,25,,,,,
,257,167,398,1,0,0,25,,,,,
,257,167,403,1,0,0,25,,,,,
,257,167,404,1,0,0,25,,,,,
,257,167,405,1,0,0,25,,,,,
,257,167,406,1,0,0,25,,,,,
,257,167,407,1,0,0,25,,,,,
,257,167,412,1,0,0,25,,,,,
,257,167,435,1,0,0,25,,,,,
,257,167,440,1,0,0,25,,,,,
,257,167,441,1,0,0,25,,,,,
,257,167,442,1,0,0,25,,,,,
,257,167,444,1,0,0,25,,,,,
,257,167,445,1,0,0,25,,,,,
,257,167,446,1,0,0,25,,,,,
,257,167,448,1,0,0,25,,,,,
,257,167,460,1,0,0,25,,,,,
,257,167,466,1,0,0,25,,,,,
,257,167,471,1,0,0,25,,,,,
,257,167,495,1,0,0,25,,,,,
,257,167,500,1,0,0,25,,,,,
,257,167,501,1,0,0,25,,,,,
,257,167,502,1,0,0,25,,,,,
,257,167,503,1,0,0,25,,,,,
,257,167,504,1,0,0,25,,,,,
,257,167,506,1,0,0,25,,,,,
,257,167,509,1,0,0,25,,,,,
,257,167,515,1,0,0,25,,,,,
,257,167,521,1,0,0,25,,,,,
,257,167,526,1,0,0,25,,,,,
,257,167,571,1,0,0,25,,,,,
,257,167,581,1,0,0,25,,,,,
,257,167,582,1,0,0,25,,,,,
,257,167,584,1,0,0,25,,,,,
,257,167,585,1,0,0,25,,,,,
,257,167,601,1,0,0,25,,,,,
,257,167,602,1,0,0,25,,,,,
,257,167,604,1,0,0,25,,,,,
,257,167,620,1,0,0,25,,,,,
,257,167,625,1,0,0,25,,,,,
,257,167,626,1,0,0,25,,,,,
,257,167,627,1,0,0,25,,,,,
,257,167,628,1,0,0,25,,,,,
,257,167,629,1,0,0,25,,,,,
,257,167,630,1,0,0,25,,,,,
,257,167,631,1,0,0,25,,,,,
,257,167,635,1,0,0,25,,,,,
,257,167,646,1,0,0,25,,,,,
,257,167,653,1,0,0,25,,,,,
,257,167,658,1,0,0,25,,,,,
,257,167,701,1,0,0,25,,,,,
,257,167,711,1,0,0,25,,,,,
,257,167,722,1,0,0,25,,,,,
,257,167,724,1,0,0,25,,,,,
,257,167,729,1,0,0,25,,,,,
,257,167,734,1,0,0,25,,,,,
,257,167,739,1,0,0,25,,,,,
,257,167,740,1,0,0,25,,,,,
,257,167,741,1,0,0,25,,,,,
,257,167,742,1,0,0,25,,,,,
,257,167,747,1,0,0,25,,,,,
,257,167,752,1,0,0,25,,,,,
,257,167,783,1,0,0,25,,,,,
,257,167,784,1,0,0,25,,,,,
,257,167,785,1,0,0,25,,,,,
,257,167,789,1,0,0,25,,,,,
,257,167,804,1,0,0,25,,,,,
,257,167,805,1,0,0,25,,,,,
,257,167,815,1,0,0,25,,,,,
,257,167,825,1,0,0,25,,,,,
,257,167,826,1,0,0,25,,,,,
,257,167,834,1,0,0,25,,,,,
,257,167,835,1,0,0,25,,,,,
,257,167,836,1,0,0,25,,,,,
,257,167,840,1,0,0,25,,,,,
,257,167,843,1,0,0,25,,,,,
,257,167,844,1,0,0,25,,,,,
,257,167,851,1,0,0,25,,,,,
,257,167,852,1,0,0,25,,,,,
,257,167,853,1,0,0,25,,,,,
,257,167,854,1,0,0,25,,,,,
,257,167,855,1,0,0,25,,,,,
,257,167,860,1,0,0,25,,,,,
,257,167,861,1,0,0,25,,,,,
,257,167,862,1,0,0,25,,,,,
,257,167,867,1,0,0,25,,,,,
,257,167,916,1,0,0,25,,,,,
,257,167,921,1,0,0,25,,,,,
,257,167,926,1,0,0,25,,,,,
,257,167,927,1,0,0,25,,,,,
,257,167,933,1,0,0,25,,,,,
,257,167,934,1,0,0,25,,,,,
,257,167,942,1,0,0,25,,,,,
,257,167,948,1,0,0,25,,,,,
,257,167,953,1,0,0,25,,,,,
,257,167,975,1,0,0,25,,,,,
,257,167,985,1,0,0,25,,,,,
,257,167,991,1,0,0,25,,,,,
,257,167,996,1,0,0,25,,,,,
,257,167,1029,1,0,0,25,,,,,
,257,167,1041,1,0,0,25,,,,,
,257,167,1042,1,0,0,25,,,,,
,257,167,1043,1,0,0,25,,,,,
,257,167,1044,1,0,0,25,,,,,
,257,167,1045,1,0,0,25,,,,,
,257,167,1046,1,0,0,25,,,,,
,257,167,1058,1,0,0,25,,,,,
,257,167,1064,1,0,0,25,,,,,
,257,167,1065,1,0,0,25,,,,,
,257,167,1072,1,0,0,25,,,,,
,257,167,1077,1,0,0,25,,,,,
,257,167,1084,1,0,0,25,,,,,
,257,167,1085,1,0,0,25,,,,,
,257,167,1086,1,0,0,25,,,,,
,257,167,1091,1,0,0,25,,,,,
,257,167,1132,1,0,0,25,,,,,
,257,167,1133,1,0,0,25,,,,,
,257,167,1143,1,0,0,25,,,,,
,257,167,1144,1,0,0,25,,,,,
,257,167,1146,1,0,0,25,,,,,
,257,167,1156,1,0,0,25,,,,,
,257,167,1157,1,0,0,25,,,,,
,257,167,1159,1,0,0,25,,,,,
,257,167,1160,1,0,0,25,,,,,
,257,167,1161,1,0,0,25,,,,,
,257,167,1164,1,0,0,25,,,,,
,257,167,1175,1,0,0,25,,,,,
,257,167,1180,1,0,0,25,,,,,
,257,167,1184,1,0,0,25,,,,,
,257,167,1228,1,0,0,25,,,,,
,257,167,1234,1,0,0,25,,,,,
,257,167,1239,1,0,0,25,,,,,
,56,0,77,51,0,0,25,ClassReloadingStrategy,,,,
,56,0,92,51,0,0,25,,,,,
,56,0,93,51,0,0,25,,,,,
,56,0,94,51,0,0,25,,,,,
,56,0,95,51,0,0,25,,,,,
,56,0,108,47,0,0,25,,,,,
,56,0,109,47,0,0,25,,,,,
,56,0,110,47,0,0,25,,,,,
,56,0,111,2,0,0,25,,,,,
,56,0,112,1,0,0,25,,,,,
,56,0,114,1,0,0,25,,,,,
,56,0,116,47,0,0,25,,,,,
,56,0,135,6,0,0,25,,,,,
,56,0,136,6,0,0,25,,,,,
,56,0,140,6,0,0,25,,,,,
,56,0,143,6,0,0,25,,,,,
,56,0,153,44,0,0,25,,,,,
,56,0,154,44,0,0,25,,,,,
,56,0,155,43,0,0,25,,,,,
,56,0,156,43,0,0,25,,,,,
,56,0,160,44,0,0,25,,,,,
,56,0,161,44,0,0,25,,,,,
,56,0,162,44,0,0,25,,,,,
,56,0,163,44,0,0,25,,,,,
,56,0,164,44,0,0,25,,,,,
,56,0,165,44,0,0,25,,,,,
,56,0,166,44,0,0,25,,,,,
,56,0,167,44,0,0,25,,,,,
,56,0,169,1,0,0,25,,,,,
,56,0,172,44,0,0,25,,,,,
,56,0,173,44,0,0,25,,,,,
,56,0,174,44,0,0,25,,,,,
,56,0,175,1,0,0,25,,,,,
,56,0,184,44,0,0,25,,,,,
,56,0,195,44,0,0,25,,,,,
,56,0,209,43,0,0,25,,,,,
,56,0,210,43,0,0,25,,,,,
,56,0,211,43,0,0,25,,,,,
,56,0,218,44,0,0,25,,,,,
,56,0,238,2,0,0,25,,,,,
,56,0,239,2,0,0,25,,,,,
,56,0,240,2,0,0,25,,,,,
,56,0,241,2,0,0,25,,,,,
,56,0,242,2,0,0,25,,,,,
,56,0,246,2,0,0,25,,,,,
,56,0,251,1,0,0,25,,,,,
,56,0,252,1,0,0,25,,,,,
,56,0,253,1,0,0,25,,,,,
,56,0,254,1,0,0,25,,,,,
,56,0,260,1,0,0,25,,,,,
,56,0,262,1,0,0,25,,,,,
,56,0,263,1,0,0,25,,,,,
,56,0,264,1,0,0,25,,,,,
,56,0,265,1,0,0,25,,,,,
,56,0,266,1,0,0,25,,,,,
,56,0,271,1,0,0,25,,,,,
,56,0,297,42,0,0,25,,,,,
,56,0,302,48,0,0,25,,,,,
,56,0,303,1,0,0,25,,,,,
,56,0,305,48,0,0,25,,,,,
,56,0,311,41,0,0,25,,,,,
,56,0,312,41,0,0,25,,,,,
,56,0,313,41,0,0,25,,,,,
,56,0,314,41,0,0,25,,,,,
,56,0,318,41,0,0,25,,,,,
,56,0,336,2,0,0,25,,,,,
,56,0,337,2,0,0,25,,,,,
,56,0,338,2,0,0,25,,,,,
,56,0,339,2,0,0,25,,,,,
,56,0,340,2,0,0,25,,,,,
,56,0,342,2,0,0,25,,,,,
,56,0,345,2,0,0,25,,,,,
,56,0,350,6,0,0,25,,,,,
,56,0,351,1,0,0,25,,,,,
,56,0,353,5,0,0,25,,,,,
,56,0,358,2,0,0,25,,,,,
,56,0,359,2,0,0,25,,,,,
,56,0,360,2,0,0,25,,,,,
,56,0,362,2,0,0,25,,,,,
,56,0,389,2,0,0,25,,,,,
,56,0,417,2,0,0,25,,,,,
,56,0,422,1,0,0,25,,,,,
,56,0,453,4,0,0,25,,,,,
,56,0,463,3,0,0,25,,,,,
,56,0,466,3,0,0,25,,,,,
,56,0,467,3,0,0,25,,,,,
,56,0,476,2,0,0,25,,,,,
,56,0,483,1,0,0,25,,,,,
,56,0,503,2,0,0,25,,,,,
,56,0,508,1,0,0,25,,,,,
,56,0,543,1,0,0,25,,,,,
,56,0,563,1,0,0,25,,,,,
,56,0,573,1,0,0,25,,,,,
,56,0,579,1,0,0,25,,,,,
,56,0,584,1,0,0,25,,,,,
